step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
481,CASH_IN,162632.04,C989769255,0.0,0.0,M8588840235,163712.06,309922.88,0,0
544,CASH_IN,24410.43,C2607534791,0.0,0.0,M6431333710,0.0,20947.07,0,0
692,PAYMENT,27590.33,C545441865,0.0,0.0,M9985943557,36936.99,63552.53,0,0
743,CASH_OUT,2833466.95,C6517653302,8901.05,0.0,C3387755002,0.0,2744165.53,0,0
561,PAYMENT,135187.54,C3736139694,0.0,0.0,M1456354375,75261.12,200789.07,0,0
499,PAYMENT,7179.52,C9294047070,7979.26,853.13,M4127912002,0.0,6343.94,0,0
739,CASH_OUT,7468.33,C7576149358,52300.62,44799.05,C6098181081,0.0,6541.46,0,0
494,CASH_OUT,35877.29,C8914055498,0.0,0.0,C1927745379,1246.97,35117.16,0,0
477,CASH_OUT,789553.53,C3666959460,0.0,0.0,C5439876474,83357.78,872260.97,0,0
437,CASH_OUT,144220.67,C4894807802,0.0,0.0,C5964718948,46070.11,188174.09,0,0
198,PAYMENT,1937.42,C1783654477,0.0,0.0,M2652096912,65462.6,67126.22,0,0
362,CASH_OUT,13282.02,C8024496555,0.0,0.0,C9439132916,0.0,11334.66,0,0
625,CASH_IN,60085.32,C3825753417,5259593.76,5199495.36,M8616118931,10383.53,62472.64,0,0
326,TRANSFER,15026.2,C3899946086,0.0,0.0,C4644865268,0.0,14826.01,0,0
348,TRANSFER,3405.35,C7808027115,1445.61,0.0,C8938815594,39965.34,42988.53,0,0
328,CASH_OUT,35765.08,C3848875104,118803.09,83020.78,C1199037215,0.0,30703.58,0,0
495,CASH_IN,149134.42,C5788548164,0.0,0.0,M2412715860,3865.45,148977.13,0,0
699,CASH_IN,125120.84,C6634538158,76817.31,0.0,M5209742791,20651.87,139820.17,0,0
214,CASH_OUT,65881.05,C8310357072,0.0,0.0,C314295875,251508.05,315064.12,0,0
299,CASH_IN,63902.64,C8519502633,25877.56,0.0,M8369268433,21658.85,77675.93,0,0
570,PAYMENT,14261.43,C5187140697,0.0,0.0,M6505725616,7646.74,21402.57,0,0
76,CASH_OUT,139326.72,C4614675488,13287.17,0.0,C7384234308,36545.18,174845.19,0,0
250,PAYMENT,44238.37,C7250170711,0.0,0.0,M3849312371,88334.83,130199.04,0,0
674,PAYMENT,60822.05,C6213575312,36072.0,0.0,M3129547985,0.0,51727.21,0,0
478,CASH_IN,42639.64,C2195967863,0.0,0.0,M5394340381,2723.72,43733.59,0,0
339,CASH_OUT,71547.48,C5324744700,541292.35,469806.98,C9365789593,105820.15,174838.19,0,0
628,CASH_OUT,51080.4,C3858833361,37093.6,0.0,C3104816080,1158543.82,1208864.69,0,0
237,CASH_OUT,170212.03,C2984567987,35857.83,0.0,C3339763390,0.0,152428.37,0,0
421,PAYMENT,1795.24,C9926532440,32520.55,30762.28,M5476732996,223751.86,225514.46,0,0
655,CASH_IN,79475.4,C3020665594,18926.87,0.0,M3403752968,0.0,74865.16,0,0
386,PAYMENT,243997.73,C4178301091,0.0,0.0,M600382144,3748.94,222095.43,0,0
292,PAYMENT,29392.38,C196635515,291520.35,262074.0,M1952119592,216440.91,244927.39,0,0
699,CASH_OUT,3259.77,C8980172395,0.0,0.0,C4630136125,66237.62,69460.2,0,0
52,PAYMENT,57441.72,C6023427593,0.0,0.0,M292205391,0.0,56450.64,0,0
9,CASH_IN,3109.82,C6085731643,170636.67,167573.35,M3614549550,284283.56,287043.7,0,0
94,CASH_IN,21219.45,C2409352015,0.0,0.0,M7224367066,41490.8,62328.56,0,0
587,CASH_IN,12587.46,C8142880342,146043.37,133434.92,M3566053845,33264.5,45158.66,0,0
538,CASH_OUT,18183.44,C2816676059,49545.09,31323.39,C828080455,81490.09,99275.04,0,0
668,TRANSFER,821749.95,C7092533452,0.0,0.0,C3538872579,36588.59,766511.05,0,0
282,CASH_OUT,209652.6,C5591635857,17764.82,0.0,C2503300488,168213.62,347346.73,0,0
381,TRANSFER,254429.14,C1738836149,0.0,0.0,C7893866314,0.0,229118.25,0,0
248,CASH_IN,61464.48,C4389768779,47810.64,0.0,M5250931715,17223.39,72597.2,0,0
644,CASH_IN,33188.24,C7218379528,0.0,0.0,M9364911409,0.0,29111.65,0,0
14,CASH_IN,84590.56,C219188880,63523.79,0.0,M5125083445,0.0,73678.35,0,0
586,CASH_IN,176176.35,C9239171059,0.0,0.0,M6683951125,0.0,168203.8,0,0
101,TRANSFER,224117.99,C1031181712,157093.36,0.0,C7592398169,72035.53,281734.28,0,0
59,TRANSFER,485915.89,C2085117731,829.18,0.0,C8195767080,0.0,425127.42,0,0
116,CASH_OUT,1814.43,C5544777020,2118591.6,2116702.84,C4607761014,25522.62,27139.81,0,0
491,DEBIT,17089.34,C1071131877,5566.95,0.0,M8252467047,40647.38,55513.46,0,0
73,PAYMENT,21877.04,C8238872554,2152.86,0.0,M9935314202,4910.49,26296.82,0,0
149,TRANSFER,4485853.86,C5026934632,0.0,0.0,C2709914985,33551.77,4373259.42,0,0
49,CASH_OUT,143108.25,C7897258384,0.0,0.0,C7740611879,4913.35,126709.91,0,0
704,PAYMENT,131456.8,C7051346344,560742.34,429187.9,M3524839718,101723.63,229723.24,0,0
64,CASH_OUT,25373.94,C4612126350,6448.28,0.0,C8093946732,0.0,23442.18,0,0
148,CASH_IN,12441.81,C2718362001,17348.53,4901.61,M7239404130,34996.15,46485.39,0,0
130,PAYMENT,126484.17,C5837178881,1990803.21,1864374.45,M3386339372,760749.28,881566.75,0,0
376,CASH_OUT,240426.55,C3230792101,50687.43,0.0,C6320211678,242300.34,446868.24,0,0
355,CASH_OUT,10237.14,C6011912830,246788.15,236474.31,C3747627594,0.0,9762.04,0,0
504,CASH_OUT,258878.99,C7113137530,6696.01,0.0,C9669790200,0.0,254592.04,0,0
664,PAYMENT,10863.8,C4542990472,153980.23,143066.75,M8057095652,26618.8,36271.92,0,0
442,CASH_IN,64167.37,C4008636792,0.0,0.0,M1885297837,1268502.54,1323258.81,0,0
545,PAYMENT,9562.27,C872631063,0.0,0.0,M288550116,0.0,8129.35,0,0
394,CASH_OUT,17579.56,C2220978074,709030.47,691462.99,C5783770100,83370.8,99350.64,0,0
405,CASH_OUT,220419.25,C8316954151,0.0,0.0,C7251864962,0.0,199049.54,0,0
517,CASH_IN,10397.71,C3918976180,151706.63,141219.19,M1882209179,0.0,10056.8,0,0
76,PAYMENT,9727.49,C7629611624,35865.91,26092.54,M1102726108,123406.45,132523.13,0,0
735,CASH_IN,808849.98,C1230530344,0.0,0.0,M3467406723,4137.23,740823.6,0,0
701,CASH_IN,81015.45,C8328277296,47635.97,0.0,M2260303029,9656.11,80822.03,0,0
614,CASH_IN,44619.11,C2225337524,0.0,0.0,M9003928901,227721.46,269869.63,0,0
418,CASH_IN,228944.87,C8382845124,119722.89,0.0,M8558643822,60516.68,257286.51,0,0
715,PAYMENT,311684.85,C771448975,17502.14,0.0,M4390864395,102671.01,407416.19,0,0
376,PAYMENT,50547.97,C9185790336,296913.75,246396.22,M215246698,133269.29,177136.29,0,0
691,CASH_OUT,18346.63,C6006404837,22477.78,4108.54,C5005031026,167338.9,183501.43,0,0
300,CASH_OUT,283998.74,C4340070075,287026.01,3014.21,C1689711709,154839.26,408980.45,0,0
603,CASH_IN,140034.11,C5406500004,0.0,0.0,M5213647962,0.0,120231.27,0,0
531,CASH_IN,95519.26,C7564059419,572926.34,477415.1,M4942940633,62933.05,157080.14,0,0
293,PAYMENT,142481.36,C619587175,41050.26,0.0,M2833852996,80834.69,210112.78,0,0
556,CASH_IN,42332.46,C915891253,0.0,0.0,M1722297327,457128.77,498714.77,0,0
299,CASH_OUT,17497.25,C8488716377,4488.56,0.0,C6624740683,3293.53,20668.49,0,0
54,CASH_OUT,113331.1,C1920210977,0.0,0.0,C7241187694,318945.62,430982.42,0,0
536,PAYMENT,21997.37,C429770437,0.0,0.0,M1624167597,0.0,21428.88,0,0
336,CASH_IN,75009.89,C2063549734,446997.58,371951.98,M146078559,0.0,64346.89,0,0
384,CASH_OUT,321418.38,C5081199089,0.0,0.0,C3954543408,0.0,300627.44,0,0
72,CASH_OUT,18087.66,C8811882598,0.0,0.0,C8187481004,250616.14,267271.91,0,0
437,PAYMENT,17397.87,C8488998809,0.0,0.0,M822511075,318212.71,335168.29,0,0
222,CASH_OUT,30491.4,C6497404406,0.0,0.0,C6371967665,210625.56,240127.46,0,0
450,PAYMENT,504.92,C2542211031,171295.5,170819.75,M8782599885,0.0,483.88,0,0
82,PAYMENT,12646.47,C9717162049,16660.9,3996.51,M3944593483,66137.02,77731.44,0,0
32,CASH_OUT,191311.31,C1928174652,43624.96,0.0,C533097149,30355.53,206986.3,0,0
80,PAYMENT,98974.19,C4639067612,120337.04,21388.75,M1813033496,40798.57,130086.54,0,0
601,CASH_OUT,54912.0,C9094929993,0.0,0.0,C3111422987,14980.2,67490.94,0,0
404,CASH_IN,23000.45,C6877920306,45691.17,22712.97,M7397893476,0.0,22739.41,0,0
448,TRANSFER,137497.65,C3135415701,0.0,0.0,C380261945,6279.64,132745.61,0,0
498,DEBIT,42332.0,C5917585381,0.0,0.0,M7860706721,2210.87,39247.66,0,0
93,PAYMENT,6649.05,C4177431920,0.0,0.0,M4796064645,0.0,6269.35,0,0
350,PAYMENT,38168.94,C929491010,0.0,0.0,M2375695561,9304.94,42029.16,0,0
107,PAYMENT,11459.36,C4640056752,71466.06,60084.98,M818319196,175124.98,185539.31,0,0
373,CASH_OUT,6440.54,C511285840,135803.86,129271.87,C7239223785,10956.06,16540.81,0,0
365,PAYMENT,40640.11,C7359778010,0.0,0.0,M6635821752,0.0,39063.16,0,0
392,TRANSFER,102288.37,C7920153145,21756.37,0.0,C4827623744,0.0,87206.1,0,0
548,PAYMENT,2601.12,C8417252831,16377.26,13693.15,M2898009713,6316.07,8756.84,0,0
1,CASH_IN,27349.56,C3421734837,323207.77,295845.36,M2480937636,0.0,23269.08,0,0
57,PAYMENT,160513.89,C4216205871,0.0,0.0,M7755272133,428378.52,587536.14,0,0
362,PAYMENT,219458.0,C9962246764,0.0,0.0,M5513916324,29352.44,243991.07,0,0
589,CASH_OUT,700594.42,C5398233865,143014.94,0.0,C8357112979,0.0,682668.2,0,0
614,TRANSFER,35240.94,C8516680721,1137.56,0.0,C2241738337,0.0,30787.58,0,0
497,CASH_OUT,50601.73,C5479135958,0.0,0.0,C4345562504,180056.48,227411.36,0,0
535,CASH_IN,58361.25,C5388755282,0.0,0.0,M3391398880,33802.97,89164.73,0,0
197,CASH_OUT,9427.9,C7128643006,9003363.84,8993965.43,C5813084432,28420.88,37789.71,0,0
710,CASH_OUT,15963.37,C2881100589,35102.91,19142.92,C1504844833,17208.23,31920.05,0,0
442,PAYMENT,43555.21,C5858509928,317843.69,274303.4,M6235508806,110540.86,148269.69,0,0
539,PAYMENT,257822.93,C7315285636,1528678.07,1270813.18,M2368444751,33382.32,275758.45,0,0
59,CASH_OUT,54824.73,C564916539,0.0,0.0,C8774443061,55004.25,103126.33,0,0
385,CASH_OUT,35056.24,C6725762566,0.0,0.0,C5664382513,0.0,33143.63,0,0
602,TRANSFER,31584.1,C5835709848,3504995.92,3473438.69,C7585991609,24994.61,54781.32,0,0
601,PAYMENT,9471.9,C1281681570,54592.02,45091.46,M3553198346,92978.95,101103.28,0,0
535,PAYMENT,293443.01,C2181051351,0.0,0.0,M877732268,52457.91,305279.82,0,0
420,PAYMENT,154780.04,C2069454341,8707.62,0.0,M5678702835,0.0,147597.86,0,0
469,CASH_OUT,1077024.87,C8186029157,23058.39,0.0,C4904439195,540164.62,1492890.61,0,0
245,CASH_OUT,4423.31,C1039646761,41494.24,37083.6,C933001945,5321.46,9508.85,0,0
348,CASH_IN,19374.0,C481900421,61411.35,41970.42,M7583794307,0.0,17850.81,0,0
639,CASH_OUT,112007.84,C8727931236,0.0,0.0,C8342133000,93929.03,203649.34,0,0
642,PAYMENT,10423.86,C9231089554,8544385.98,8533882.62,M6430032807,102734.61,112669.08,0,0
605,CASH_IN,211171.89,C4368161951,0.0,0.0,M3855149193,200606.66,400533.85,0,0
193,CASH_OUT,16979.73,C7086179647,0.0,0.0,C5675495210,95347.45,112251.79,0,0
378,CASH_IN,74732.83,C696358614,0.0,0.0,M6949897914,62323.62,134156.75,0,0
10,TRANSFER,1286493.67,C7896698630,245499.05,0.0,C7167116991,0.0,1120182.51,0,0
522,CASH_IN,73270.44,C3800901398,43974.78,0.0,M5437087358,0.0,62550.32,0,0
228,PAYMENT,11061.46,C513421067,0.0,0.0,M9109750398,68657.41,78793.77,0,0
83,CASH_OUT,64361.22,C9180342806,23462.16,0.0,C8586152631,80563.7,141647.3,0,0
498,TRANSFER,78366.42,C1893312928,121770.41,43460.12,C4806536043,4231.48,78415.32,0,0
141,CASH_IN,22438.28,C7698070382,3120.18,0.0,M4180268541,1358.89,22692.27,0,0
614,TRANSFER,276597.31,C9240898792,0.0,0.0,C8708985948,7264.27,280990.81,0,0
740,TRANSFER,9141221.84,C6018601654,0.0,0.0,C2773672297,180446.25,8251100.99,0,0
85,CASH_OUT,160309.54,C874181628,0.0,0.0,C6459032384,2625.69,140018.9,0,0
347,CASH_OUT,56221.58,C2809008240,176486.93,120318.73,C9108871887,0.0,54524.79,0,0
4,PAYMENT,29089.94,C253392958,6241.25,0.0,M9141041289,0.0,26774.63,0,0
720,CASH_OUT,167840.87,C1388932227,33599.75,0.0,C6075222694,0.0,157660.24,0,0
575,TRANSFER,12975.58,C4057985873,0.0,0.0,C1520001391,0.0,12490.15,0,0
204,CASH_IN,238327.0,C2873675872,216547.12,0.0,M2681912328,19122.67,254996.75,0,0
145,CASH_OUT,57320.31,C6709771142,1257640.89,1200341.01,C1458487528,187531.9,241043.88,0,0
592,PAYMENT,11338.86,C8277214988,0.0,0.0,M2320708482,0.0,10622.16,0,0
495,CASH_OUT,152659.67,C5832989012,122320.63,0.0,C6880406659,0.0,141937.95,0,0
138,CASH_IN,27480.18,C6256088986,0.0,0.0,M4773065289,7256.79,33584.33,0,0
743,PAYMENT,26920.1,C3539085679,12321.2,0.0,M1504924536,0.0,24578.0,0,0
518,PAYMENT,7912.35,C8805313187,0.0,0.0,M4304631751,15620.25,22455.25,0,0
135,CASH_OUT,36681.99,C1107897051,0.0,0.0,C9254795133,2912015.1,2946602.14,0,0
365,CASH_IN,28293.17,C2226208293,0.0,0.0,M3044313994,441086.55,469113.04,0,0
575,CASH_OUT,32333.1,C6447003492,1141893.51,1109629.72,C463182370,0.0,32032.77,0,0
560,CASH_OUT,27685.38,C1192395348,4589.08,0.0,C1097781554,0.0,27430.39,0,0
128,TRANSFER,88962.0,C5986458373,7708.21,0.0,C4547391849,0.0,88723.63,0,0
683,CASH_OUT,57112.77,C1533924622,263427.49,206238.72,C5072970855,0.0,50581.84,0,0
654,CASH_IN,88414.81,C7020534514,0.0,0.0,M4986459288,0.0,78663.79,0,0
598,PAYMENT,294810.67,C1228698765,0.0,0.0,M3413497059,0.0,279321.61,0,0
686,PAYMENT,469359.7,C7485011986,1081790.09,612473.09,M2978255926,0.0,413515.55,0,0
421,CASH_OUT,3009.94,C2044425764,1325505.2,1322481.24,C9656609944,9660.26,12482.82,0,0
568,CASH_OUT,192468.75,C9244070370,36628.52,0.0,C4656807889,0.0,166704.39,0,0
485,CASH_OUT,465454.34,C9867238381,4559.45,0.0,C8792317400,39807.05,453447.51,0,0
292,CASH_OUT,507463.88,C8281388560,30413.61,0.0,C1033383686,0.0,448913.6,0,0
249,PAYMENT,118464.7,C9053223593,18547.09,0.0,M2342292474,49660.55,150490.82,0,0
288,CASH_IN,844589.05,C7355396713,82903.04,0.0,M8111301293,0.0,729218.21,0,0
414,CASH_OUT,103685.8,C581354178,37502.86,0.0,C6049209633,182964.45,277645.74,0,0
32,CASH_OUT,92727.33,C9890205143,21240.54,0.0,C6079927407,30040.39,109173.73,0,0
419,PAYMENT,2176.48,C7109728997,9436.91,7215.12,M9666852983,137164.39,139208.31,0,0
540,PAYMENT,1758.85,C9252894313,0.0,0.0,M2139608047,217306.82,218918.92,0,0
51,CASH_IN,11260.66,C1077430345,0.0,0.0,M7067427195,24588.91,34692.09,0,0
712,CASH_OUT,14349.54,C7080652812,177928.19,163673.5,C8900924706,0.0,13218.98,0,0
702,CASH_IN,329510.11,C9332105822,0.0,0.0,M2163875993,98450.91,413449.85,0,0
109,CASH_OUT,8981.28,C9182786893,0.0,0.0,C5965259277,69054.3,77110.31,0,0
501,PAYMENT,152911.4,C4677570769,50957.17,0.0,M2288836496,822600.03,964852.08,0,0
181,PAYMENT,144483.45,C3793108170,0.0,0.0,M8352904056,19175.84,147290.3,0,0
186,CASH_OUT,35408.62,C2535193844,4322.65,0.0,C9928456803,56470.34,91257.94,0,0
730,CASH_OUT,235046.54,C5050434920,1179821.45,944782.89,C2109263165,848686.99,1071386.33,0,0
215,CASH_OUT,98557.61,C1564003018,6268.02,0.0,C3009446589,0.0,92684.69,0,0
418,CASH_IN,45431.79,C1494119309,272151.34,226677.15,M9714943424,0.0,44933.95,0,0
420,CASH_OUT,1367.73,C3322352205,0.0,0.0,C849843782,89514.93,90743.85,0,0
24,CASH_OUT,26138.42,C1668053222,1168643.43,1142523.52,C2801359384,0.0,23663.56,0,0
479,TRANSFER,1486794.98,C6329317118,0.0,0.0,C6702764058,0.0,1397463.94,0,0
578,PAYMENT,16378.77,C9060252069,0.0,0.0,M9921322998,0.0,13955.6,0,0
654,CASH_OUT,20128.26,C5001147196,0.0,0.0,C269797835,12522.01,31573.71,0,0
166,CASH_OUT,77197.31,C1669529465,14569.77,0.0,C5294994933,0.0,70440.07,0,0
200,TRANSFER,19257.19,C3943926305,0.0,0.0,C3656653119,3342.09,21242.77,0,0
299,CASH_IN,471056.07,C443892596,0.0,0.0,M4019963757,0.0,445128.35,0,0
484,CASH_OUT,2731.65,C2626991247,83409.64,80679.35,C8605202156,0.0,2530.52,0,0
39,PAYMENT,56481.98,C6347878432,81056.87,24622.37,M2134222076,34653.42,86456.64,0,0
428,PAYMENT,52152.31,C9092329830,0.0,0.0,M4668601904,0.0,45020.86,0,0
164,CASH_IN,6245.09,C5294223938,5856.16,0.0,M6578379535,72387.33,77961.35,0,0
126,CASH_OUT,133108.74,C5981997465,0.0,0.0,C6307064666,51378.23,180378.21,0,0
546,CASH_OUT,1414684.24,C1088248123,0.0,0.0,C9721330726,0.0,1310904.87,0,0
147,TRANSFER,207722.75,C6119225545,0.0,0.0,C1039661945,20891.77,211904.48,0,0
241,PAYMENT,4977.23,C4655552437,20961.53,15842.9,M1516308413,7711.39,11988.5,0,0
402,CASH_OUT,70031.82,C7450660354,8687.04,0.0,C6310207083,25196.14,89405.48,0,0
686,CASH_IN,10587.35,C7714095392,0.0,0.0,M5721720513,0.0,9753.32,0,0
146,PAYMENT,92633.28,C6183310074,0.0,0.0,M4564555521,905117.27,986404.21,0,0
735,CASH_OUT,153587.46,C4766486603,37784.76,0.0,C3210775350,0.0,147345.95,0,0
693,CASH_IN,113792.87,C8535368874,11660.6,0.0,M5347787774,12718.77,110561.51,0,0
345,CASH_IN,59028.43,C6133274482,0.0,0.0,M6861082760,896947.12,955132.61,0,0
498,CASH_OUT,50567.61,C9384838466,0.0,0.0,C435600086,0.0,50435.26,0,0
532,CASH_OUT,266381.53,C881768659,145826.22,0.0,C5461899608,0.0,259608.34,0,0
263,CASH_OUT,132854.67,C4825689118,579.43,0.0,C2598293886,209158.53,334933.25,0,0
50,CASH_OUT,228778.41,C2942111789,38232.73,0.0,C8997301082,14224.22,224555.69,0,0
536,CASH_IN,28916.67,C9130776655,6192.48,0.0,M4195401444,2767.8,27615.43,0,0
293,CASH_OUT,89143.77,C4117020967,72220.67,0.0,C1407124314,13394.06,98239.26,0,0
25,CASH_OUT,39086.86,C3903377693,14893.76,0.0,C8220756603,0.0,33872.03,0,0
557,DEBIT,3795.5,C4797357022,0.0,0.0,M1970615949,0.0,3546.49,0,0
1,PAYMENT,52002.83,C7581169368,0.0,0.0,M4997979560,0.0,45990.73,0,0
479,PAYMENT,62119.48,C8145228399,0.0,0.0,M6541830219,0.0,57632.47,0,0
471,CASH_OUT,47731.95,C1845724949,44119.01,0.0,C6988996479,16424.26,60184.48,0,0
22,PAYMENT,832551.92,C7493798402,324387.55,0.0,M4316572635,7863.87,815101.02,0,0
4,CASH_OUT,109365.73,C2357786891,0.0,0.0,C5879785105,0.0,102661.34,0,0
363,TRANSFER,302712.41,C6931887005,658141.32,355433.76,C7831933032,205463.89,507795.93,0,0
674,TRANSFER,174516.88,C1950563056,0.0,0.0,C9353136307,0.0,154241.31,0,0
550,TRANSFER,6854.14,C1241319823,0.0,0.0,C9046985862,0.0,6171.46,0,0
92,TRANSFER,583367.33,C5807362220,31140.91,0.0,C7850414973,203977.81,785672.33,0,0
662,TRANSFER,54305.54,C404558994,0.0,0.0,C8859064357,22252.75,76325.8,0,0
128,PAYMENT,41440.3,C2307623193,202575.35,161135.71,M4191496438,32024.2,70644.44,0,0
716,CASH_OUT,114626.27,C9377678117,459813.72,345165.91,C1335606232,0.0,101834.45,0,0
199,PAYMENT,60410.18,C5658788277,211156.97,150729.17,M8973612951,0.0,59003.14,0,0
314,CASH_IN,109724.1,C7795289287,372.01,0.0,M5346716395,7125.43,103476.42,0,0
561,CASH_OUT,21833.42,C1941629293,1166106.27,1144296.28,C515277659,91847.46,112384.31,0,0
444,CASH_OUT,126033.26,C2085379210,1099631.39,973552.18,C5244106040,0.0,120842.5,0,0
671,CASH_IN,27635.15,C2755127721,0.0,0.0,M2875373044,0.0,25203.95,0,0
32,PAYMENT,3034.75,C1667000020,7840.54,4814.8,M8059278518,12426.67,15173.95,0,0
222,CASH_IN,47975.31,C5051120293,13730.77,0.0,M352628443,0.0,47358.8,0,0
38,PAYMENT,10987.17,C2432822346,8516.88,0.0,M7919372232,12537.47,22425.98,0,0
170,CASH_OUT,1001963.67,C5769425878,0.0,0.0,C6696892099,0.0,955673.14,0,0
118,PAYMENT,197129.37,C1091974417,0.0,0.0,M9455953011,80121.9,253231.9,0,0
15,TRANSFER,15072.72,C1560680156,0.0,0.0,C7067527398,0.0,14526.38,0,0
734,PAYMENT,64654.85,C2295277004,67088.09,2437.05,M8369356633,0.0,63823.6,0,0
401,CASH_OUT,64144.64,C3640987546,105419.06,41221.1,C7680581620,36967.78,99540.86,0,0
331,CASH_OUT,175955.29,C6877519150,0.0,0.0,C8071685471,82460.17,258086.96,0,0
19,CASH_OUT,124757.72,C9729031149,0.0,0.0,C9137591460,19905.9,137367.89,0,0
481,CASH_IN,10665.62,C8447419955,378284.2,367596.94,M5385963591,239447.5,248840.47,0,0
484,CASH_IN,7275.99,C7970438503,0.0,0.0,M7746845597,0.0,6819.51,0,0
196,CASH_OUT,141605.06,C8625196676,67186.95,0.0,C7214206931,0.0,125731.32,0,0
272,TRANSFER,3784388.18,C4173294164,0.0,0.0,C3967884761,0.0,3294588.17,0,0
266,PAYMENT,30339.15,C5344945313,34776.23,4448.25,M7963881072,1718.52,31778.49,0,0
377,PAYMENT,24973.27,C971552149,7383.89,0.0,M803043261,48234.89,70625.88,0,0
540,CASH_OUT,235712.6,C1420099707,11032.35,0.0,C5174663725,23164.3,226296.42,0,0
247,CASH_IN,53829.46,C6565202407,116079.17,62274.81,M6929357542,22520.87,75230.16,0,0
569,PAYMENT,55734.36,C5483281043,51724.34,0.0,M7668954589,34191.11,89079.03,0,0
460,PAYMENT,2093.33,C6239218338,153652.64,151577.8,M5826611463,125966.82,127864.42,0,0
728,CASH_OUT,57740.73,C4719896267,5316.65,0.0,C9424148337,13258.43,64453.79,0,0
484,PAYMENT,3393.79,C1377878230,28159.77,24707.37,M3683300171,73348.03,76647.83,0,0
36,PAYMENT,176036.02,C742704897,0.0,0.0,M7097312824,42344.39,199769.09,0,0
267,CASH_IN,7096.62,C4055412731,0.0,0.0,M6945910225,165949.62,172119.8,0,0
493,TRANSFER,175512.75,C1227717658,0.0,0.0,C229985556,155372.03,322526.9,0,0
78,PAYMENT,9705.94,C3795807938,54046.66,44309.99,M4470111777,41380.46,49644.82,0,0
697,TRANSFER,356680.24,C9236035279,0.0,0.0,C5284076139,49748.54,354092.76,0,0
615,CASH_OUT,403202.78,C7396721898,26012.52,0.0,C8034210725,0.0,384861.88,0,0
101,PAYMENT,63099.44,C503653483,37423.66,0.0,M1982428187,21063.11,79459.13,0,0
366,CASH_IN,13594.36,C2606119897,21171.01,7587.98,M8898212889,11195.38,22754.92,0,0
169,CASH_OUT,54507.18,C6520405683,0.0,0.0,C5115458186,0.0,54101.86,0,0
317,PAYMENT,176153.77,C1031892850,0.0,0.0,M3928192826,544314.07,705942.69,0,0
600,CASH_IN,1741078.83,C1568378105,81027.2,0.0,M2074413881,0.0,1644891.44,0,0
454,PAYMENT,228646.59,C4481248632,0.0,0.0,M1901876699,6661.12,206331.5,0,0
52,PAYMENT,25364.43,C2398019704,20484.1,0.0,M8709481233,121671.52,143498.54,0,0
569,CASH_OUT,23603.23,C9761120410,0.0,0.0,C3134286124,37326.03,57655.31,0,0
57,CASH_IN,53206.25,C991322999,0.0,0.0,M6304080025,53293.55,101095.92,0,0
590,CASH_OUT,39695.31,C2322309332,0.0,0.0,C6153903505,25542.99,59321.57,0,0
487,PAYMENT,53826.12,C6678984551,0.0,0.0,M1478746081,0.0,52849.77,0,0
211,PAYMENT,13928.12,C9990588276,2911.26,0.0,M8921710409,0.0,13287.76,0,0
437,CASH_OUT,53003.25,C8943775371,147960.08,94981.6,C6416625716,0.0,48842.0,0,0
215,CASH_OUT,39475.15,C5304711315,514642.06,475184.52,C6520740539,1010800.92,1049236.6,0,0
499,CASH_IN,23111.97,C8569291216,0.0,0.0,M8162736489,1784.43,23960.42,0,0
330,CASH_IN,61411.66,C137596745,0.0,0.0,M4721792866,0.0,52958.38,0,0
642,CASH_OUT,180887.07,C9259898844,171246.46,0.0,C3680539756,98976.44,273685.4,0,0
80,TRANSFER,126177.31,C2850209799,66675.36,0.0,C4688417115,6967.39,130003.95,0,0
321,CASH_OUT,165107.12,C5747141270,0.0,0.0,C5746213877,0.0,145635.71,0,0
336,PAYMENT,138960.73,C8018699101,0.0,0.0,M8877160969,0.0,127167.89,0,0
198,PAYMENT,8090.15,C7317105560,0.0,0.0,M8207024761,581717.0,589635.67,0,0
637,PAYMENT,49502.49,C5036087570,0.0,0.0,M4952547304,333846.08,377015.49,0,0
324,CASH_IN,170628.36,C1699023848,15852.35,0.0,M6331745459,0.0,168374.0,0,0
289,PAYMENT,5324.54,C9157408804,48677.29,43302.49,M5707987244,39457.82,44116.81,0,0
713,CASH_OUT,40990.61,C1221998348,0.0,0.0,C974957097,0.0,35907.08,0,0
555,PAYMENT,8451.09,C982332668,7142.64,0.0,M9938990176,2347.0,10223.53,0,0
239,CASH_IN,27259.86,C562007030,0.0,0.0,M2742684893,0.0,24237.82,0,0
646,PAYMENT,19459.75,C2730408512,112244.67,92785.25,M5700255040,481452.6,498763.32,0,0
704,CASH_OUT,21000.18,C9485914164,217643.31,196634.66,C5403187721,27888.41,45921.45,0,0
380,CASH_OUT,239801.32,C4762709470,4708.9,0.0,C5448100696,0.0,228218.07,0,0
676,PAYMENT,126169.76,C9697328142,22947.49,0.0,M9416475307,0.0,112693.15,0,0
713,CASH_OUT,21855.94,C6947383021,49865.44,28001.7,C4198228529,229543.18,251189.18,0,0
513,CASH_OUT,22942.45,C9516305060,8558.06,0.0,C7686113178,40390.72,60932.72,0,0
55,PAYMENT,2997.1,C3070426979,0.0,0.0,M1145116434,5498.31,8276.9,0,0
39,TRANSFER,15756.55,C4822983763,0.0,0.0,C4694590905,211754.26,225761.08,0,0
